OS;Categoria;Linha;Equipamento;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS89908;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;17/11/2021 21:36;18/11/2021 02:00;4,4;17/11/2021 21:36;18/11/2021 02:00;4,4;Mecânica;Corretiva;;;FECH
OS89909;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;21/01/2021 16:48;21/01/2021 18:18;1,5;23/01/2021 10:00;23/01/2021 12:00;2;Mecânica;Corretiva;;;FECH
OS89910;Xarope;X-02;Esteira X-02;Corretiva banco;01/12/2021 16:48;01/12/2021 21:44;4,93;30/12/2021 19:03;31/12/2021 00:00;4,95;Automação;Corretiva;;;FECH
OS89911;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;16/08/2021 21:36;16/08/2021 23:02;1,43;16/08/2021 21:36;16/08/2021 23:02;1,43;Mecânica;Corretiva;;;FECH
OS89912;Xarope;X-01;Esteira X-01;Corretiva banco;17/05/2021 19:12;17/05/2021 21:56;2,73;22/05/2021 14:03;22/05/2021 16:48;2,75;Elétrica;Corretiva;;SS47686;FECH
OS89913;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;19/02/2021 21:36;20/02/2021 02:22;4,77;28/02/2021 23:47;01/03/2021 04:48;5,02;Mecânica;Corretiva;;SS47687;FECH
OS89914;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;24/04/2021 07:12;24/04/2021 10:12;3;24/04/2021 07:12;24/04/2021 10:12;3;Elétrica;Corretiva;;SS47688;FECH
OS89915;Pomadas;P-02;Esteira P-02;Corretiva banco;24/10/2021 09:36;24/10/2021 13:48;4,2;24/10/2021 09:36;24/10/2021 13:48;4,2;Elétrica;Corretiva;;SS47689;FECH
OS89916;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;10/04/2021 19:12;10/04/2021 23:19;4,12;10/04/2021 19:12;10/04/2021 23:19;4,12;Automação;Corretiva;;SS47690;FECH
OS89917;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;10/06/2021 04:48;10/06/2021 07:23;2,58;29/06/2021 14:12;29/06/2021 16:48;2,6;Elétrica;Corretiva;;SS47691;FECH
OS89918;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;06/10/2021 07:12;06/10/2021 10:24;3,2;28/10/2021 21:01;29/10/2021 00:00;2,98;Elétrica;Corretiva;;SS47692;FECH
OS89919;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;10/10/2021 19:12;10/10/2021 22:19;3,12;30/10/2021 10:33;30/10/2021 14:24;3,85;Mecânica;Corretiva;;SS47693;FECH
OS89920;Pomadas;P-02;Seladora P-02;Corretiva banco;19/12/2021 04:48;19/12/2021 09:23;4,58;21/12/2021 16:32;21/12/2021 21:36;5,07;Mecânica;Corretiva;;SS47694;FECH
OS89921;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;02/05/2021 07:12;02/05/2021 10:56;3,73;29/09/2021 07:12;29/09/2021 10:56;3,73;Mecânica;Corretiva;;SS47695;FECH
OS89922;Pomadas;P-02;Seladora P-02;Corretiva banco;29/07/2021 02:24;29/07/2021 04:22;1,97;29/07/2021 02:24;29/07/2021 04:22;1,97;Automação;Corretiva;;SS47696;FECH
OS89923;Pomadas;P-02;Seladora P-02;Corretiva banco;05/02/2021 09:36;05/02/2021 12:12;2,6;08/03/2021 16:20;08/03/2021 19:12;2,87;Automação;Corretiva;;SS47697;FECH
OS89924;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;16/06/2021 19:12;16/06/2021 21:38;2,43;16/06/2021 19:12;16/06/2021 21:38;2,43;Elétrica;Corretiva;;SS47698;FECH
OS89926;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;04/09/2021 04:48;04/09/2021 06:08;1,33;30/09/2021 13:03;30/09/2021 14:24;1,35;Mecânica;Corretiva;;SS47700;FECH
OS89927;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;01/01/2021 07:12;01/01/2021 09:50;2,63;23/01/2021 14:38;23/01/2021 16:48;2,17;Mecânica;Corretiva;;SS47701;FECH
OS89928;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;09/03/2021 12:00;09/03/2021 13:46;1,77;24/03/2021 12:00;24/03/2021 13:46;1,77;Automação;Corretiva;;SS47702;FECH
OS89929;Pomadas;P-02;Seladora P-02;Corretiva banco;30/04/2021 02:24;30/04/2021 07:23;4,98;30/04/2021 02:24;30/04/2021 07:23;4,98;Mecânica;Corretiva;;SS47703;FECH
OS89930;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;20/07/2021 07:12;20/07/2021 10:29;3,28;20/07/2021 07:12;20/07/2021 10:29;3,28;Elétrica;Corretiva;;SS47704;FECH
OS89931;Pomadas;P-02;Seladora P-02;Corretiva banco;11/06/2021 07:12;11/06/2021 09:50;2,63;11/06/2021 07:12;11/06/2021 09:50;2,63;Elétrica;Corretiva;;SS47705;FECH
OS89932;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;24/07/2021 19:12;24/07/2021 22:37;3,42;27/07/2021 17:41;27/07/2021 21:36;3,92;Mecânica;Corretiva;;SS47706;FECH
OS89934;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;05/05/2021 21:36;05/05/2021 23:08;1,53;26/05/2021 16:56;26/05/2021 19:12;2,27;Elétrica;Corretiva;;SS47708;FECH
OS89935;Pomadas;P-02;Seladora P-02;Corretiva banco;03/09/2021 07:12;03/09/2021 09:59;2,78;03/09/2021 07:12;03/09/2021 09:59;2,78;Automação;Corretiva;;SS47709;FECH
OS89936;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;21/02/2021 19:12;21/02/2021 21:53;2,68;08/03/2021 21:33;09/03/2021 00:00;2,45;Mecânica;Corretiva;;SS47710;FECH
OS89938;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;17/11/2021 07:12;17/11/2021 09:59;2,78;17/11/2021 07:12;17/11/2021 09:59;2,78;Mecânica;Corretiva;;SS47712;FECH
OS89939;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;13/03/2021 07:12;13/03/2021 08:21;1,15;23/03/2021 08:12;23/03/2021 09:36;1,4;Mecânica;Corretiva;;SS47713;FECH
OS89942;Xarope;X-01;Seladora X-01;Corretiva banco;26/10/2021 04:48;26/10/2021 09:05;4,28;26/10/2021 04:48;26/10/2021 09:05;4,28;Mecânica;Corretiva;;SS47716;FECH
OS89945;Xarope;X-01;Seladora X-01;Corretiva banco;21/09/2021 04:48;21/09/2021 06:24;1,6;21/09/2021 04:48;21/09/2021 06:24;1,6;Mecânica;Corretiva;;SS47719;FECH
OS89946;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;03/02/2021 02:24;03/02/2021 07:19;4,92;08/02/2021 02:24;08/02/2021 07:19;4,92;Elétrica;Corretiva;;SS47720;FECH
OS89948;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;25/05/2021 07:12;25/05/2021 08:47;1,58;01/06/2021 22:10;02/06/2021 00:00;1,83;Mecânica;Corretiva;;;FECH
OS89949;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;12/07/2021 12:00;12/07/2021 13:48;1,8;26/07/2021 08:16;26/07/2021 09:36;1,33;Elétrica;Corretiva;;;FECH
OS89950;Xarope;X-02;Seladora X-02;Corretiva banco;19/07/2021 14:24;19/07/2021 17:26;3,03;28/07/2021 13:45;28/07/2021 16:48;3,05;Elétrica;Corretiva;;;FECH
OS89951;Xarope;X-02;Paletrizadora X-02;Corretiva banco;20/01/2021 21:36;20/01/2021 23:49;2,22;03/02/2021 04:58;03/02/2021 07:12;2,23;Elétrica;Corretiva;;;FECH
OS89952;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;09/06/2021 07:12;09/06/2021 11:22;4,17;09/06/2021 07:12;09/06/2021 11:22;4,17;Mecânica;Corretiva;;;FECH
OS89953;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;17/03/2021 12:00;17/03/2021 15:47;3,78;14/04/2021 22:07;15/04/2021 02:24;4,28;Mecânica;Corretiva;;;FECH
OS89954;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;03/11/2021 21:36;03/11/2021 22:45;1,15;03/11/2021 21:36;03/11/2021 22:45;1,15;Mecânica;Corretiva;;;FECH
OS89955;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;11/11/2021 19:12;11/11/2021 21:08;1,93;11/11/2021 19:12;11/11/2021 21:08;1,93;Mecânica;Corretiva;;;FECH
OS89956;Utilidades;Subsestação;Trafo 750 KVA;Corretiva banco;29/06/2021 21:36;30/06/2021 01:20;3,73;29/06/2021 21:36;30/06/2021 01:20;3,73;Mecânica;Corretiva;;;FECH
OS89958;Xarope;X-02;Paletrizadora X-02;Corretiva banco;20/05/2021 16:48;20/05/2021 19:43;2,92;17/05/2021 09:18;17/05/2021 12:00;2,7;Elétrica;Corretiva;;SS47732;FECH
OS89959;Pomadas;P-02;Envasadora P-02;Corretiva banco;01/10/2021 19:12;01/10/2021 22:50;3,63;28/10/2021 05:28;28/10/2021 09:36;4,13;Mecânica;Corretiva;;SS47733;FECH
OS89961;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;06/05/2021 07:12;06/05/2021 10:01;2,82;09/05/2021 20:41;10/05/2021 00:00;3,32;Mecânica;Corretiva;;SS47735;FECH
OS89962;Xarope;X-01;Envasadora X-01;Corretiva banco;25/11/2021 19:12;25/11/2021 23:34;4,37;25/11/2021 19:12;25/11/2021 23:34;4,37;Elétrica;Corretiva;;SS47736;FECH
OS89964;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;27/08/2021 21:36;28/08/2021 00:27;2,85;27/08/2021 21:36;28/08/2021 00:27;2,85;Mecânica;Corretiva;;SS47738;FECH
OS89965;Xarope;X-01;Paletrizadora X-01;Corretiva banco;04/08/2021 19:12;04/08/2021 21:20;2,13;14/08/2021 19:42;14/08/2021 21:36;1,9;Mecânica;Corretiva;;SS47739;FECH
OS89966;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;13/02/2021 07:12;13/02/2021 10:17;3,08;23/02/2021 21:08;24/02/2021 00:00;2,87;Elétrica;Corretiva;;SS47740;FECH
OS89967;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;09/01/2021 04:48;09/01/2021 06:48;2;10/01/2021 17:11;10/01/2021 19:12;2,02;Elétrica;Corretiva;;;FECH
OS89968;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;14/09/2021 12:00;14/09/2021 15:15;3,25;21/09/2021 18:20;21/09/2021 21:36;3,27;Elétrica;Corretiva;;SS47742;FECH
OS89969;Pomadas;P-01;Seladora P-01;Corretiva banco;29/05/2021 09:36;29/05/2021 14:02;4,43;24/05/2021 21:28;25/05/2021 02:24;4,93;Elétrica;Corretiva;;SS47743;FECH
OS89970;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;10/12/2021 09:36;10/12/2021 11:36;2;10/12/2021 09:36;10/12/2021 11:36;2;Elétrica;Corretiva;;SS47744;FECH
OS89971;Xarope;X-01;Envasadora X-01;Corretiva banco;22/04/2021 07:12;22/04/2021 10:22;3,17;03/05/2021 23:28;04/05/2021 02:24;2,93;Mecânica;Corretiva;;SS47745;FECH
OS89972;Pomadas;P-01;Envasadora P-01;Corretiva banco;05/10/2021 21:36;06/10/2021 00:30;2,9;05/10/2021 21:36;06/10/2021 00:30;2,9;Mecânica;Corretiva;;SS47746;FECH
OS89973;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;03/10/2021 14:24;03/10/2021 17:52;3,47;28/10/2021 15:28;28/10/2021 19:12;3,73;Mecânica;Corretiva;;;FECH
OS89974;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;11/08/2021 02:24;11/08/2021 04:14;1,83;24/08/2021 12:18;24/08/2021 14:24;2,1;Elétrica;Corretiva;;SS47748;FECH
OS89975;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;03/10/2021 02:24;03/10/2021 05:32;3,13;23/10/2021 11:29;23/10/2021 14:24;2,92;Mecânica;Corretiva;;SS47749;FECH
OS89976;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;01/12/2021 19:12;01/12/2021 23:18;4,1;22/12/2021 00:27;22/12/2021 04:48;4,35;Mecânica;Corretiva;;SS47750;FECH
OS89977;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;02/03/2021 02:24;02/03/2021 04:50;2,43;02/04/2021 22:01;03/04/2021 00:00;1,98;Elétrica;Corretiva;;SS47751;FECH
OS89978;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;24/11/2021 21:36;25/11/2021 00:12;2,6;29/11/2021 14:11;29/11/2021 16:48;2,62;Automação;Corretiva;;;FECH
OS89979;Xarope;X-02;Seladora X-02;Corretiva banco;19/07/2021 14:24;19/07/2021 16:40;2,27;19/07/2021 14:24;19/07/2021 16:40;2,27;Mecânica;Corretiva;;SS47753;FECH
OS89980;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;24/09/2021 09:36;24/09/2021 13:58;4,37;24/09/2021 09:36;24/09/2021 13:58;4,37;Mecânica;Corretiva;;SS47754;FECH
OS89981;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;31/01/2021 04:48;31/01/2021 07:19;2,52;11/02/2021 11:38;11/02/2021 14:24;2,77;Automação;Corretiva;;;FECH
OS89982;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;13/03/2021 04:48;13/03/2021 06:38;1,83;26/03/2021 11:49;26/03/2021 14:24;2,58;Elétrica;Corretiva;;SS47756;FECH
OS89985;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;11/09/2021 04:48;11/09/2021 07:39;2,85;11/09/2021 04:48;11/09/2021 07:39;2,85;Elétrica;Corretiva;;SS47759;FECH
OS89986;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;01/12/2021 02:24;01/12/2021 03:51;1,45;01/12/2021 02:24;01/12/2021 03:51;1,45;Mecânica;Corretiva;;SS47760;FECH
OS89987;Xarope;X-02;Seladora X-02;Corretiva banco;01/08/2021 07:12;01/08/2021 10:45;3,55;24/08/2021 12:46;24/08/2021 16:48;4,03;Mecânica;Corretiva;;SS47761;FECH
OS89988;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;13/10/2021 19:12;13/10/2021 21:15;2,05;13/10/2021 19:12;13/10/2021 21:15;2,05;Elétrica;Corretiva;;SS47762;FECH
OS89989;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;29/06/2021 21:36;30/06/2021 02:36;5;29/06/2021 21:36;30/06/2021 02:36;5;Mecânica;Corretiva;;SS47763;FECH
OS89990;Xarope;Fabricação Xarope;Mixer 1 Xarope;Corretiva banco;07/08/2021 12:00;07/08/2021 16:37;4,62;27/08/2021 21:31;28/08/2021 02:24;4,88;Elétrica;Corretiva;;SS47764;FECH
OS89992;Xarope;X-01;Envasadora X-01;Corretiva banco;05/09/2021 19:12;05/09/2021 22:22;3,17;26/09/2021 20:06;27/09/2021 00:00;3,9;Automação;Corretiva;;SS47766;FECH
OS89993;Xarope;X-02;Seladora X-02;Corretiva banco;12/12/2021 02:24;12/12/2021 04:20;1,93;12/12/2021 02:24;12/12/2021 04:20;1,93;Mecânica;Corretiva;;SS47767;FECH
OS89994;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;11/04/2021 19:12;11/04/2021 22:43;3,52;11/04/2021 19:12;11/04/2021 22:43;3,52;Automação;Corretiva;;SS47768;FECH
OS89995;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;06/01/2021 12:00;06/01/2021 15:47;3,78;28/01/2021 05:19;28/01/2021 09:36;4,28;Elétrica;Corretiva;;SS47769;FECH
OS89996;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;23/06/2021 16:48;23/06/2021 18:46;1,97;23/06/2021 16:48;23/06/2021 18:46;1,97;Elétrica;Corretiva;;SS47770;FECH
OS89997;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;10/12/2021 02:24;10/12/2021 04:43;2,32;10/12/2021 02:24;10/12/2021 04:43;2,32;Mecânica;Corretiva;;SS47771;FECH
OS89998;Xarope;X-01;Envasadora X-01;Corretiva banco;07/03/2021 09:36;07/03/2021 13:20;3,73;12/03/2021 01:17;12/03/2021 04:48;3,52;Elétrica;Corretiva;;SS47772;FECH
OS89999;Pomadas;P-01;Envasadora P-01;Corretiva banco;22/05/2021 02:24;22/05/2021 07:01;4,62;19/10/2021 02:24;19/10/2021 07:01;4,62;Elétrica;Corretiva;;SS47773;FECH
OS90000;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;06/04/2021 16:48;06/04/2021 21:01;4,22;06/04/2021 16:48;06/04/2021 21:01;4,22;Elétrica;Corretiva;;SS47774;FECH
OS90001;Pomadas;P-01;Envasadora P-01;Corretiva banco;29/07/2021 19:12;29/07/2021 22:46;3,57;29/07/2021 19:12;29/07/2021 22:46;3,57;Elétrica;Corretiva;;SS47775;FECH
OS90003;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;05/12/2021 19:12;05/12/2021 23:09;3,95;05/12/2021 19:12;05/12/2021 23:09;3,95;Elétrica;Corretiva;;;FECH
OS90004;Pomadas;P-02;Envasadora P-02;Corretiva banco;17/09/2021 14:24;17/09/2021 18:37;4,22;17/09/2021 14:24;17/09/2021 18:37;4,22;Elétrica;Corretiva;;;FECH
OS90005;Pomadas;Fabricação Pomadas;Mixer 2 Pomadas;Corretiva banco;22/04/2021 12:00;22/04/2021 13:48;1,8;05/05/2021 14:45;05/05/2021 16:48;2,05;Automação;Corretiva;;;FECH
OS90006;Pomadas;P-02;Esteira P-02;Corretiva banco;16/09/2021 04:48;16/09/2021 07:07;2,32;16/09/2021 04:48;16/09/2021 07:07;2,32;Elétrica;Corretiva;;;FECH
OS90007;Xarope;X-01;Seladora X-01;Corretiva banco;17/09/2021 04:48;17/09/2021 08:48;4;17/09/2021 04:48;17/09/2021 08:48;4;Mecânica;Corretiva;;;FECH
OS90008;Pomadas;P-02;Envasadora P-02;Corretiva banco;11/05/2021 21:36;12/05/2021 01:29;3,88;13/05/2021 01:23;13/05/2021 04:48;3,42;Mecânica;Corretiva;;;FECH
OS90010;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;09/03/2021 19:12;09/03/2021 22:03;2,85;08/04/2021 02:11;08/04/2021 04:48;2,62;Automação;Corretiva;;;FECH
OS90011;Xarope;X-02;Envasadora X-02;Corretiva banco;09/05/2021 04:48;09/05/2021 06:46;1,97;26/05/2021 12:25;26/05/2021 14:24;1,98;Elétrica;Corretiva;;;FECH
OS90012;Xarope;X-01;Esteira X-01;Corretiva banco;29/04/2021 09:36;29/04/2021 11:45;2,15;26/10/2021 09:36;26/10/2021 11:45;2,15;Elétrica;Corretiva;;;FECH
OS90013;Pomadas;P-01;Envasadora P-01;Corretiva banco;30/11/2021 04:48;30/11/2021 07:35;2,78;30/11/2021 04:48;30/11/2021 07:35;2,78;Mecânica;Corretiva;;;FECH
OS90014;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;08/02/2021 04:48;08/02/2021 05:49;1,02;13/03/2021 06:38;13/03/2021 07:12;0,57;Mecânica;Corretiva;;;FECH
OS90015;Xarope;X-02;Esteira X-02;Corretiva banco;13/07/2021 07:12;13/07/2021 10:35;3,38;29/07/2021 08:22;29/07/2021 12:00;3,63;Mecânica;Corretiva;;;FECH
OS90016;Pomadas;P-02;Esteira P-02;Corretiva banco;30/08/2021 09:36;30/08/2021 12:36;3;30/08/2021 09:36;30/08/2021 12:36;3;Mecânica;Corretiva;;;FECH
OS90017;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;08/10/2021 02:24;08/10/2021 03:24;1;08/10/2021 02:24;08/10/2021 03:24;1;Automação;Corretiva;;;FECH
OS90019;Xarope;X-02;Paletrizadora X-02;Corretiva banco;12/09/2021 14:24;12/09/2021 16:27;2,05;12/09/2021 14:24;12/09/2021 16:27;2,05;Automação;Corretiva;;SS47793;FECH
OS90020;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;08/04/2021 19:12;08/04/2021 22:55;3,72;09/05/2021 10:40;09/05/2021 14:24;3,73;Elétrica;Corretiva;;;FECH
OS90021;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;20/10/2021 14:24;20/10/2021 19:07;4,72;20/10/2021 14:24;20/10/2021 19:07;4,72;Mecânica;Corretiva;;SS47795;FECH
OS90023;Xarope;X-02;Paletrizadora X-02;Corretiva banco;14/06/2021 19:12;14/06/2021 20:45;1,55;14/06/2021 19:12;14/06/2021 20:45;1,55;Elétrica;Corretiva;;SS47797;FECH
OS90024;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;28/11/2021 09:36;28/11/2021 12:34;2,97;28/11/2021 09:36;28/11/2021 12:34;2,97;Mecânica;Corretiva;;;FECH
OS90025;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;12/05/2021 14:24;12/05/2021 15:47;1,38;18/05/2021 14:24;18/05/2021 15:47;1,38;Mecânica;Corretiva;;SS47799;FECH
OS90026;Pomadas;P-02;Encartuchadeira P-02;Corretiva banco;20/11/2021 19:12;21/11/2021 00:08;4,93;20/11/2021 19:12;21/11/2021 00:08;4,93;Mecânica;Corretiva;;SS47800;FECH
OS90028;Xarope;Fabricação Xarope;Mixer 2 Xarope;Corretiva banco;03/04/2021 14:24;03/04/2021 16:59;2,58;03/04/2021 14:24;03/04/2021 16:59;2,58;Mecânica;Corretiva;;SS47802;FECH
OS90029;Utilidades;Sala de Caldeiras;Caldeira 01;Corretiva banco;17/04/2021 14:24;17/04/2021 19:12;4,8;01/05/2021 13:55;01/05/2021 19:12;5,28;Mecânica;Corretiva;;SS47803;FECH
OS90030;Utilidades;Subsestação;Trafo 1000 KVA;Corretiva banco;22/01/2021 02:24;22/01/2021 06:51;4,45;18/02/2021 23:51;19/02/2021 04:48;4,95;Mecânica;Corretiva;;SS47804;FECH
OS90031;Xarope;X-02;Envasadora X-02;Corretiva banco;01/09/2021 21:36;02/09/2021 02:02;4,43;11/09/2021 23:38;12/09/2021 04:48;5,17;Automação;Corretiva;;;FECH
OS90032;Pomadas;P-02;Seladora de pacotes P-02;Corretiva banco;01/02/2021 16:48;01/02/2021 21:05;4,28;09/03/2021 02:11;09/03/2021 07:12;5,02;Mecânica;Corretiva;;SS47806;FECH
OS90033;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;12/06/2021 04:48;12/06/2021 09:24;4,6;12/06/2021 04:48;12/06/2021 09:24;4,6;Mecânica;Corretiva;;SS47807;FECH
OS90034;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;01/09/2021 02:24;01/09/2021 05:13;2,82;01/09/2021 02:24;01/09/2021 05:13;2,82;Mecânica;Corretiva;;SS47808;FECH
OS90035;Xarope;X-02;Encartuchadeira X-02;Corretiva banco;13/01/2021 07:12;13/01/2021 09:04;1,87;12/02/2021 11:48;12/02/2021 14:24;2,6;Mecânica;Corretiva;;SS47809;FECH
OS90036;Xarope;X-01;Esteira X-01;Corretiva banco;27/12/2021 19:12;27/12/2021 21:48;2,6;27/12/2021 19:12;27/12/2021 21:48;2,6;Elétrica;Corretiva;;SS47810;FECH
OS90038;Xarope;X-02;Paletrizadora X-02;Corretiva banco;17/05/2021 02:24;17/05/2021 05:06;2,7;24/05/2021 02:05;24/05/2021 04:48;2,72;Mecânica;Corretiva;;SS47812;FECH
OS90039;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;07/06/2021 02:24;07/06/2021 06:30;4,1;30/06/2021 03:05;30/06/2021 07:12;4,12;Mecânica;Corretiva;;SS47813;FECH
OS90041;Pomadas;P-01;Encartuchadeira P-01;Corretiva banco;26/09/2021 02:24;26/09/2021 03:51;1,45;26/09/2021 02:24;26/09/2021 03:51;1,45;Mecânica;Corretiva;;SS47815;FECH
OS90042;Pomadas;Fabricação Pomadas;Mixer 1 Pomadas;Corretiva banco;16/09/2021 21:36;17/09/2021 00:02;2,43;16/09/2021 21:36;17/09/2021 00:02;2,43;Mecânica;Corretiva;;SS47816;FECH
OS90043;Xarope;X-01;Encartuchadeira X-01;Corretiva banco;10/01/2021 04:48;10/01/2021 08:31;3,72;23/01/2021 17:52;23/01/2021 21:36;3,73;Mecânica;Corretiva;;SS47817;FECH
OS90044;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;21/09/2021 19:12;21/09/2021 20:16;1,07;21/09/2021 19:12;21/09/2021 20:16;1,07;Mecânica;Corretiva;;SS47818;FECH
OS90045;Pomadas;P-02;Paletrizadora P-02;Corretiva banco;12/06/2021 16:48;12/06/2021 20:44;3,93;28/06/2021 17:39;28/06/2021 21:36;3,95;Mecânica;Corretiva;;SS47819;FECH
OS90049;Xarope;X-01;Paletrizadora X-01;Corretiva banco;16/05/2021 02:24;16/05/2021 05:05;2,68;24/05/2021 01:37;24/05/2021 04:48;3,18;Mecânica;Corretiva;;SS47823;FECH
OS90050;Pomadas;P-01;Seladora P-01;Corretiva banco;03/08/2021 02:24;03/08/2021 04:49;2,42;13/08/2021 07:10;13/08/2021 09:36;2,43;Mecânica;Corretiva;;SS47824;FECH
OS90051;Pomadas;P-01;Seladora de pacotes P-01;Corretiva banco;26/06/2021 07:12;26/06/2021 10:04;2,87;26/06/2021 07:12;26/06/2021 10:04;2,87;Mecânica;Corretiva;;SS47825;FECH
OS90052;Xarope;X-01;Paletrizadora X-01;Corretiva banco;03/07/2021 04:48;03/07/2021 06:00;1,2;03/07/2021 04:48;03/07/2021 06:00;1,2;Mecânica;Corretiva;;SS47826;FECH
OS90053;Pomadas;P-01;Seladora P-01;Corretiva banco;08/06/2021 16:48;08/06/2021 20:19;3,52;08/06/2021 16:48;08/06/2021 20:19;3,52;Elétrica;Corretiva;;SS47827;FECH
OS90054;Xarope;X-02;Paletrizadora X-02;Corretiva banco;02/02/2021 07:12;02/02/2021 09:34;2,37;05/03/2021 07:27;05/03/2021 09:36;2,15;Mecânica;Corretiva;;SS47828;FECH
OS90055;Xarope;X-01;Seladora de pacotes X-01;Corretiva banco;04/02/2021 19:12;04/02/2021 22:13;3,02;09/02/2021 19:12;09/02/2021 22:13;3,02;Elétrica;Corretiva;;SS47829;FECH
OS90056;Xarope;X-02;Seladora X-02;Corretiva banco;11/02/2021 16:48;11/02/2021 21:08;4,33;16/02/2021 16:48;16/02/2021 21:08;4,33;Mecânica;Corretiva;;SS47830;FECH
OS90057;Utilidades;Compressores;Compressor  - GA 55;Corretiva banco;18/07/2021 04:48;18/07/2021 07:13;2,42;16/10/2021 04:48;16/10/2021 07:13;2,42;Elétrica;Corretiva;;SS47831;FECH
OS90058;Utilidades;Compressores;Compressor  - GA 160;Corretiva banco;01/02/2021 21:36;02/02/2021 00:40;3,07;06/02/2021 21:36;07/02/2021 00:40;3,07;Elétrica;Corretiva;;SS47832;FECH
OS90059;Xarope;X-02;Seladora de pacotes X-02;Corretiva banco;12/06/2021 07:12;12/06/2021 12:02;4,83;12/06/2021 07:12;12/06/2021 12:02;4,83;Automação;Corretiva;;SS47833;FECH
OS90060;Pomadas;P-01;Paletrizadora P-01;Corretiva banco;14/05/2021 12:00;14/05/2021 15:57;3,95;11/10/2021 12:00;11/10/2021 15:57;3,95;Automação;Corretiva;;SS47834;FECH
