OS;Localizacao;Descricao;InicioProg;TerminoProg;TempoPrevisto;InicioReal;TerminoReal;TempoParada;Oficina;Tipo;MP;SS;Status
OS89918;REM01-3000-3200-T000002;Corretiva banco;06/10/2021 07:12;06/10/2021 10:24;3,2;28/10/2021 21:01;29/10/2021 00:00;2,98;Elétrica;Corretiva;;SS47692;FECH
OS89919;REM01-1000-1100-E000002;Corretiva banco;10/10/2021 19:12;10/10/2021 22:19;3,12;30/10/2021 10:33;30/10/2021 14:24;3,85;Mecânica;Corretiva;;SS47693;FECH
OS89920;REM01-1000-1200-E000003;Corretiva banco;19/12/2021 04:48;19/12/2021 09:23;4,58;21/12/2021 16:32;21/12/2021 21:36;5,07;Mecânica;Corretiva;;SS47694;FECH
OS89921;REM01-3000-3200-T000001;Corretiva banco;02/05/2021 07:12;02/05/2021 10:56;3,73;29/09/2021 07:12;29/09/2021 10:56;3,73;Mecânica;Corretiva;;SS47695;FECH
OS89922;REM01-1000-1200-E000003;Corretiva banco;29/07/2021 02:24;29/07/2021 04:22;1,97;29/07/2021 02:24;29/07/2021 04:22;1,97;Automação;Corretiva;;SS47696;FECH
OS89923;REM01-1000-1200-E000003;Corretiva banco;05/02/2021 09:36;05/02/2021 12:12;2,6;08/03/2021 16:20;08/03/2021 19:12;2,87;Automação;Corretiva;;SS47697;FECH
OS89924;REM01-1000-1100-E000004;Corretiva banco;16/06/2021 19:12;16/06/2021 21:38;2,43;16/06/2021 19:12;16/06/2021 21:38;2,43;Elétrica;Corretiva;;SS47698;FECH
OS89926;REM01-1000-1200-F000001;Corretiva banco;04/09/2021 04:48;04/09/2021 06:08;1,33;30/09/2021 13:03;30/09/2021 14:24;1,35;Mecânica;Corretiva;;SS47700;FECH
OS89927;REM01-1000-1100-E000004;Corretiva banco;01/01/2021 07:12;01/01/2021 09:50;2,63;23/01/2021 14:38;23/01/2021 16:48;2,17;Mecânica;Corretiva;;SS47701;FECH
OS89928;REM01-3000-3100-C000002;Corretiva banco;09/03/2021 12:00;09/03/2021 13:46;1,77;24/03/2021 12:00;24/03/2021 13:46;1,77;Automação;Corretiva;;SS47702;FECH
OS89929;REM01-1000-1200-E000003;Corretiva banco;30/04/2021 02:24;30/04/2021 07:23;4,98;30/04/2021 02:24;30/04/2021 07:23;4,98;Mecânica;Corretiva;;SS47703;FECH
OS89930;REM01-1000-1200-F000002;Corretiva banco;20/07/2021 07:12;20/07/2021 10:29;3,28;20/07/2021 07:12;20/07/2021 10:29;3,28;Elétrica;Corretiva;;SS47704;FECH
OS89931;REM01-1000-1200-E000003;Corretiva banco;11/06/2021 07:12;11/06/2021 09:50;2,63;11/06/2021 07:12;11/06/2021 09:50;2,63;Elétrica;Corretiva;;SS47705;FECH
OS89932;REM01-1000-1200-E000004;Corretiva banco;24/07/2021 19:12;24/07/2021 22:37;3,42;27/07/2021 17:41;27/07/2021 21:36;3,92;Mecânica;Corretiva;;SS47706;FECH
OS89934;REM01-1000-1200-F000001;Corretiva banco;05/05/2021 21:36;05/05/2021 23:08;1,53;26/05/2021 16:56;26/05/2021 19:12;2,27;Elétrica;Corretiva;;SS47708;FECH
OS89935;REM01-1000-1200-E000003;Corretiva banco;03/09/2021 07:12;03/09/2021 09:59;2,78;03/09/2021 07:12;03/09/2021 09:59;2,78;Automação;Corretiva;;SS47709;FECH
OS89936;REM01-1000-1200-E000004;Corretiva banco;21/02/2021 19:12;21/02/2021 21:53;2,68;08/03/2021 21:33;09/03/2021 00:00;2,45;Mecânica;Corretiva;;SS47710;FECH
OS89938;REM01-2000-2100-X000004;Corretiva banco;17/11/2021 07:12;17/11/2021 09:59;2,78;17/11/2021 07:12;17/11/2021 09:59;2,78;Mecânica;Corretiva;;SS47712;FECH
OS89939;REM01-3000-3200-T000001;Corretiva banco;13/03/2021 07:12;13/03/2021 08:21;1,15;23/03/2021 08:12;23/03/2021 09:36;1,4;Mecânica;Corretiva;;SS47713;FECH
OS89942;REM01-2000-2100-X000003;Corretiva banco;26/10/2021 04:48;26/10/2021 09:05;4,28;26/10/2021 04:48;26/10/2021 09:05;4,28;Mecânica;Corretiva;;SS47716;FECH
OS89945;REM01-2000-2100-X000003;Corretiva banco;21/09/2021 04:48;21/09/2021 06:24;1,6;21/09/2021 04:48;21/09/2021 06:24;1,6;Mecânica;Corretiva;;SS47719;FECH
OS89946;REM01-1000-1100-E000002;Corretiva banco;03/02/2021 02:24;03/02/2021 07:19;4,92;08/02/2021 02:24;08/02/2021 07:19;4,92;Elétrica;Corretiva;;SS47720;FECH
OS89948;REM01-1000-1200-F000002;Corretiva banco;25/05/2021 07:12;25/05/2021 08:47;1,58;01/06/2021 22:10;02/06/2021 00:00;1,83;Mecânica;Corretiva;;;FECH
OS89949;REM01-2000-2200-X000002;Corretiva banco;12/07/2021 12:00;12/07/2021 13:48;1,8;26/07/2021 08:16;26/07/2021 09:36;1,33;Elétrica;Corretiva;;;FECH
OS89950;REM01-2000-2200-X000003;Corretiva banco;19/07/2021 14:24;19/07/2021 17:26;3,03;28/07/2021 13:45;28/07/2021 16:48;3,05;Elétrica;Corretiva;;;FECH
OS89951;REM01-2000-2200-X000006;Corretiva banco;20/01/2021 21:36;20/01/2021 23:49;2,22;03/02/2021 04:58;03/02/2021 07:12;2,23;Elétrica;Corretiva;;;FECH
OS89952;REM01-3000-3200-T000001;Corretiva banco;09/06/2021 07:12;09/06/2021 11:22;4,17;09/06/2021 07:12;09/06/2021 11:22;4,17;Mecânica;Corretiva;;;FECH
OS89953;REM01-1000-1200-F000001;Corretiva banco;17/03/2021 12:00;17/03/2021 15:47;3,78;14/04/2021 22:07;15/04/2021 02:24;4,28;Mecânica;Corretiva;;;FECH
OS89954;REM01-2000-2200-X000002;Corretiva banco;03/11/2021 21:36;03/11/2021 22:45;1,15;03/11/2021 21:36;03/11/2021 22:45;1,15;Mecânica;Corretiva;;;FECH
OS89955;REM01-1000-1100-E000006;Corretiva banco;11/11/2021 19:12;11/11/2021 21:08;1,93;11/11/2021 19:12;11/11/2021 21:08;1,93;Mecânica;Corretiva;;;FECH
OS89956;REM01-3000-3200-T000002;Corretiva banco;29/06/2021 21:36;30/06/2021 01:20;3,73;29/06/2021 21:36;30/06/2021 01:20;3,73;Mecânica;Corretiva;;;FECH
OS89958;REM01-2000-2200-X000006;Corretiva banco;20/05/2021 16:48;20/05/2021 19:43;2,92;17/05/2021 09:18;17/05/2021 12:00;2,7;Elétrica;Corretiva;;SS47732;FECH
OS89959;REM01-1000-1200-E000001;Corretiva banco;01/10/2021 19:12;01/10/2021 22:50;3,63;28/10/2021 05:28;28/10/2021 09:36;4,13;Mecânica;Corretiva;;SS47733;FECH
OS89961;REM01-2000-2100-X000002;Corretiva banco;06/05/2021 07:12;06/05/2021 10:01;2,82;09/05/2021 20:41;10/05/2021 00:00;3,32;Mecânica;Corretiva;;SS47735;FECH
OS89962;REM01-2000-2100-X000001;Corretiva banco;25/11/2021 19:12;25/11/2021 23:34;4,37;25/11/2021 19:12;25/11/2021 23:34;4,37;Elétrica;Corretiva;;SS47736;FECH
OS89964;REM01-1000-1100-E000006;Corretiva banco;27/08/2021 21:36;28/08/2021 00:27;2,85;27/08/2021 21:36;28/08/2021 00:27;2,85;Mecânica;Corretiva;;SS47738;FECH
OS89965;REM01-2000-2100-X000006;Corretiva banco;04/08/2021 19:12;04/08/2021 21:20;2,13;14/08/2021 19:42;14/08/2021 21:36;1,9;Mecânica;Corretiva;;SS47739;FECH
OS89966;REM01-1000-2200-F000002;Corretiva banco;13/02/2021 07:12;13/02/2021 10:17;3,08;23/02/2021 21:08;24/02/2021 00:00;2,87;Elétrica;Corretiva;;SS47740;FECH
OS89967;REM01-1000-2200-F000002;Corretiva banco;09/01/2021 04:48;09/01/2021 06:48;2;10/01/2021 17:11;10/01/2021 19:12;2,02;Elétrica;Corretiva;;;FECH
OS89968;REM01-1000-1200-E000006;Corretiva banco;14/09/2021 12:00;14/09/2021 15:15;3,25;21/09/2021 18:20;21/09/2021 21:36;3,27;Elétrica;Corretiva;;SS47742;FECH
OS89969;REM01-1000-1100-E000003;Corretiva banco;29/05/2021 09:36;29/05/2021 14:02;4,43;24/05/2021 21:28;25/05/2021 02:24;4,93;Elétrica;Corretiva;;SS47743;FECH
OS89970;REM01-3000-3100-C000001;Corretiva banco;10/12/2021 09:36;10/12/2021 11:36;2;10/12/2021 09:36;10/12/2021 11:36;2;Elétrica;Corretiva;;SS47744;FECH
OS89971;REM01-2000-2100-X000001;Corretiva banco;22/04/2021 07:12;22/04/2021 10:22;3,17;03/05/2021 23:28;04/05/2021 02:24;2,93;Mecânica;Corretiva;;SS47745;FECH
OS89972;REM01-1000-1100-E000001;Corretiva banco;05/10/2021 21:36;06/10/2021 00:30;2,9;05/10/2021 21:36;06/10/2021 00:30;2,9;Mecânica;Corretiva;;SS47746;FECH
OS89973;REM01-2000-2200-X000002;Corretiva banco;03/10/2021 14:24;03/10/2021 17:52;3,47;28/10/2021 15:28;28/10/2021 19:12;3,73;Mecânica;Corretiva;;;FECH
OS89974;REM01-1000-1200-E000002;Corretiva banco;11/08/2021 02:24;11/08/2021 04:14;1,83;24/08/2021 12:18;24/08/2021 14:24;2,1;Elétrica;Corretiva;;SS47748;FECH
OS89975;REM01-2000-2200-X000004;Corretiva banco;03/10/2021 02:24;03/10/2021 05:32;3,13;23/10/2021 11:29;23/10/2021 14:24;2,92;Mecânica;Corretiva;;SS47749;FECH
OS89976;REM01-1000-1100-E000004;Corretiva banco;01/12/2021 19:12;01/12/2021 23:18;4,1;22/12/2021 00:27;22/12/2021 04:48;4,35;Mecânica;Corretiva;;SS47750;FECH
OS89977;REM01-2000-2200-X000004;Corretiva banco;02/03/2021 02:24;02/03/2021 04:50;2,43;02/04/2021 22:01;03/04/2021 00:00;1,98;Elétrica;Corretiva;;SS47751;FECH
OS89978;REM01-2000-2100-X000002;Corretiva banco;24/11/2021 21:36;25/11/2021 00:12;2,6;29/11/2021 14:11;29/11/2021 16:48;2,62;Automação;Corretiva;;;FECH
OS89979;REM01-2000-2200-X000003;Corretiva banco;19/07/2021 14:24;19/07/2021 16:40;2,27;19/07/2021 14:24;19/07/2021 16:40;2,27;Mecânica;Corretiva;;SS47753;FECH
OS89980;REM01-1000-2200-F000001;Corretiva banco;24/09/2021 09:36;24/09/2021 13:58;4,37;24/09/2021 09:36;24/09/2021 13:58;4,37;Mecânica;Corretiva;;SS47754;FECH
OS89981;REM01-2000-2200-X000004;Corretiva banco;31/01/2021 04:48;31/01/2021 07:19;2,52;11/02/2021 11:38;11/02/2021 14:24;2,77;Automação;Corretiva;;;FECH
OS89982;REM01-2000-2100-X000004;Corretiva banco;13/03/2021 04:48;13/03/2021 06:38;1,83;26/03/2021 11:49;26/03/2021 14:24;2,58;Elétrica;Corretiva;;SS47756;FECH
OS89985;REM01-2000-2200-X000004;Corretiva banco;11/09/2021 04:48;11/09/2021 07:39;2,85;11/09/2021 04:48;11/09/2021 07:39;2,85;Elétrica;Corretiva;;SS47759;FECH
OS89986;REM01-2000-2200-X000002;Corretiva banco;01/12/2021 02:24;01/12/2021 03:51;1,45;01/12/2021 02:24;01/12/2021 03:51;1,45;Mecânica;Corretiva;;SS47760;FECH
OS89987;REM01-2000-2200-X000003;Corretiva banco;01/08/2021 07:12;01/08/2021 10:45;3,55;24/08/2021 12:46;24/08/2021 16:48;4,03;Mecânica;Corretiva;;SS47761;FECH
OS89988;REM01-1000-2200-F000001;Corretiva banco;13/10/2021 19:12;13/10/2021 21:15;2,05;13/10/2021 19:12;13/10/2021 21:15;2,05;Elétrica;Corretiva;;SS47762;FECH
OS89989;REM01-3000-3100-C000001;Corretiva banco;29/06/2021 21:36;30/06/2021 02:36;5;29/06/2021 21:36;30/06/2021 02:36;5;Mecânica;Corretiva;;SS47763;FECH
OS89990;REM01-1000-2200-F000001;Corretiva banco;07/08/2021 12:00;07/08/2021 16:37;4,62;27/08/2021 21:31;28/08/2021 02:24;4,88;Elétrica;Corretiva;;SS47764;FECH
OS89992;REM01-2000-2100-X000001;Corretiva banco;05/09/2021 19:12;05/09/2021 22:22;3,17;26/09/2021 20:06;27/09/2021 00:00;3,9;Automação;Corretiva;;SS47766;FECH
OS89993;REM01-2000-2200-X000003;Corretiva banco;12/12/2021 02:24;12/12/2021 04:20;1,93;12/12/2021 02:24;12/12/2021 04:20;1,93;Mecânica;Corretiva;;SS47767;FECH
OS89994;REM01-1000-1100-E000002;Corretiva banco;11/04/2021 19:12;11/04/2021 22:43;3,52;11/04/2021 19:12;11/04/2021 22:43;3,52;Automação;Corretiva;;SS47768;FECH
OS89995;REM01-1000-1100-E000006;Corretiva banco;06/01/2021 12:00;06/01/2021 15:47;3,78;28/01/2021 05:19;28/01/2021 09:36;4,28;Elétrica;Corretiva;;SS47769;FECH
OS89996;REM01-3000-3200-T000001;Corretiva banco;23/06/2021 16:48;23/06/2021 18:46;1,97;23/06/2021 16:48;23/06/2021 18:46;1,97;Elétrica;Corretiva;;SS47770;FECH
OS89997;REM01-1000-1200-F000002;Corretiva banco;10/12/2021 02:24;10/12/2021 04:43;2,32;10/12/2021 02:24;10/12/2021 04:43;2,32;Mecânica;Corretiva;;SS47771;FECH
OS89998;REM01-2000-2100-X000001;Corretiva banco;07/03/2021 09:36;07/03/2021 13:20;3,73;12/03/2021 01:17;12/03/2021 04:48;3,52;Elétrica;Corretiva;;SS47772;FECH
OS89999;REM01-1000-1100-E000001;Corretiva banco;22/05/2021 02:24;22/05/2021 07:01;4,62;19/10/2021 02:24;19/10/2021 07:01;4,62;Elétrica;Corretiva;;SS47773;FECH
OS90000;REM01-1000-1200-E000004;Corretiva banco;06/04/2021 16:48;06/04/2021 21:01;4,22;06/04/2021 16:48;06/04/2021 21:01;4,22;Elétrica;Corretiva;;SS47774;FECH
OS90001;REM01-1000-1100-E000001;Corretiva banco;29/07/2021 19:12;29/07/2021 22:46;3,57;29/07/2021 19:12;29/07/2021 22:46;3,57;Elétrica;Corretiva;;SS47775;FECH
OS90003;REM01-1000-1200-F000001;Corretiva banco;05/12/2021 19:12;05/12/2021 23:09;3,95;05/12/2021 19:12;05/12/2021 23:09;3,95;Elétrica;Corretiva;;;FECH
OS90004;REM01-1000-1200-E000001;Corretiva banco;17/09/2021 14:24;17/09/2021 18:37;4,22;17/09/2021 14:24;17/09/2021 18:37;4,22;Elétrica;Corretiva;;;FECH
OS90005;REM01-1000-1200-F000002;Corretiva banco;22/04/2021 12:00;22/04/2021 13:48;1,8;05/05/2021 14:45;05/05/2021 16:48;2,05;Automação;Corretiva;;;FECH
OS90006;REM01-1000-1200-E000005;Corretiva banco;16/09/2021 04:48;16/09/2021 07:07;2,32;16/09/2021 04:48;16/09/2021 07:07;2,32;Elétrica;Corretiva;;;FECH
OS90007;REM01-2000-2100-X000003;Corretiva banco;17/09/2021 04:48;17/09/2021 08:48;4;17/09/2021 04:48;17/09/2021 08:48;4;Mecânica;Corretiva;;;FECH
OS90008;REM01-1000-1200-E000001;Corretiva banco;11/05/2021 21:36;12/05/2021 01:29;3,88;13/05/2021 01:23;13/05/2021 04:48;3,42;Mecânica;Corretiva;;;FECH
OS90010;REM01-1000-2200-F000002;Corretiva banco;09/03/2021 19:12;09/03/2021 22:03;2,85;08/04/2021 02:11;08/04/2021 04:48;2,62;Automação;Corretiva;;;FECH
OS90011;REM01-2000-2200-X000001;Corretiva banco;09/05/2021 04:48;09/05/2021 06:46;1,97;26/05/2021 12:25;26/05/2021 14:24;1,98;Elétrica;Corretiva;;;FECH
OS90012;REM01-2000-2100-X000005;Corretiva banco;29/04/2021 09:36;29/04/2021 11:45;2,15;26/10/2021 09:36;26/10/2021 11:45;2,15;Elétrica;Corretiva;;;FECH
OS90013;REM01-1000-1100-E000001;Corretiva banco;30/11/2021 04:48;30/11/2021 07:35;2,78;30/11/2021 04:48;30/11/2021 07:35;2,78;Mecânica;Corretiva;;;FECH
OS90014;REM01-1000-1200-F000001;Corretiva banco;08/02/2021 04:48;08/02/2021 05:49;1,02;13/03/2021 06:38;13/03/2021 07:12;0,57;Mecânica;Corretiva;;;FECH
OS90015;REM01-2000-2200-X000005;Corretiva banco;13/07/2021 07:12;13/07/2021 10:35;3,38;29/07/2021 08:22;29/07/2021 12:00;3,63;Mecânica;Corretiva;;;FECH
OS90016;REM01-1000-1200-E000005;Corretiva banco;30/08/2021 09:36;30/08/2021 12:36;3;30/08/2021 09:36;30/08/2021 12:36;3;Mecânica;Corretiva;;;FECH
OS90017;REM01-1000-1100-E000006;Corretiva banco;08/10/2021 02:24;08/10/2021 03:24;1;08/10/2021 02:24;08/10/2021 03:24;1;Automação;Corretiva;;;FECH
OS90019;REM01-2000-2200-X000006;Corretiva banco;12/09/2021 14:24;12/09/2021 16:27;2,05;12/09/2021 14:24;12/09/2021 16:27;2,05;Automação;Corretiva;;SS47793;FECH
OS90020;REM01-1000-1200-E000004;Corretiva banco;08/04/2021 19:12;08/04/2021 22:55;3,72;09/05/2021 10:40;09/05/2021 14:24;3,73;Elétrica;Corretiva;;;FECH
OS90021;REM01-1000-1100-E000006;Corretiva banco;20/10/2021 14:24;20/10/2021 19:07;4,72;20/10/2021 14:24;20/10/2021 19:07;4,72;Mecânica;Corretiva;;SS47795;FECH
OS90023;REM01-2000-2200-X000006;Corretiva banco;14/06/2021 19:12;14/06/2021 20:45;1,55;14/06/2021 19:12;14/06/2021 20:45;1,55;Elétrica;Corretiva;;SS47797;FECH
OS90024;REM01-1000-1200-E000004;Corretiva banco;28/11/2021 09:36;28/11/2021 12:34;2,97;28/11/2021 09:36;28/11/2021 12:34;2,97;Mecânica;Corretiva;;;FECH
OS90025;REM01-2000-2200-X000004;Corretiva banco;12/05/2021 14:24;12/05/2021 15:47;1,38;18/05/2021 14:24;18/05/2021 15:47;1,38;Mecânica;Corretiva;;SS47799;FECH
OS90026;REM01-1000-1200-E000002;Corretiva banco;20/11/2021 19:12;21/11/2021 00:08;4,93;20/11/2021 19:12;21/11/2021 00:08;4,93;Mecânica;Corretiva;;SS47800;FECH
OS90028;REM01-1000-2200-F000002;Corretiva banco;03/04/2021 14:24;03/04/2021 16:59;2,58;03/04/2021 14:24;03/04/2021 16:59;2,58;Mecânica;Corretiva;;SS47802;FECH
OS90029;REM01-3000-3300-C000001;Corretiva banco;17/04/2021 14:24;17/04/2021 19:12;4,8;01/05/2021 13:55;01/05/2021 19:12;5,28;Mecânica;Corretiva;;SS47803;FECH
OS90030;REM01-3000-3200-T000001;Corretiva banco;22/01/2021 02:24;22/01/2021 06:51;4,45;18/02/2021 23:51;19/02/2021 04:48;4,95;Mecânica;Corretiva;;SS47804;FECH
OS90031;REM01-2000-2200-X000001;Corretiva banco;01/09/2021 21:36;02/09/2021 02:02;4,43;11/09/2021 23:38;12/09/2021 04:48;5,17;Automação;Corretiva;;;FECH
OS90032;REM01-1000-1200-E000004;Corretiva banco;01/02/2021 16:48;01/02/2021 21:05;4,28;09/03/2021 02:11;09/03/2021 07:12;5,02;Mecânica;Corretiva;;SS47806;FECH
OS90033;REM01-2000-2200-X000004;Corretiva banco;12/06/2021 04:48;12/06/2021 09:24;4,6;12/06/2021 04:48;12/06/2021 09:24;4,6;Mecânica;Corretiva;;SS47807;FECH
OS90034;REM01-2000-2100-X000004;Corretiva banco;01/09/2021 02:24;01/09/2021 05:13;2,82;01/09/2021 02:24;01/09/2021 05:13;2,82;Mecânica;Corretiva;;SS47808;FECH
OS90035;REM01-2000-2200-X000002;Corretiva banco;13/01/2021 07:12;13/01/2021 09:04;1,87;12/02/2021 11:48;12/02/2021 14:24;2,6;Mecânica;Corretiva;;SS47809;FECH
OS90036;REM01-2000-2100-X000005;Corretiva banco;27/12/2021 19:12;27/12/2021 21:48;2,6;27/12/2021 19:12;27/12/2021 21:48;2,6;Elétrica;Corretiva;;SS47810;FECH
OS90038;REM01-2000-2200-X000006;Corretiva banco;17/05/2021 02:24;17/05/2021 05:06;2,7;24/05/2021 02:05;24/05/2021 04:48;2,72;Mecânica;Corretiva;;SS47812;FECH
OS90039;REM01-2000-2200-X000004;Corretiva banco;07/06/2021 02:24;07/06/2021 06:30;4,1;30/06/2021 03:05;30/06/2021 07:12;4,12;Mecânica;Corretiva;;SS47813;FECH
OS90041;REM01-1000-1100-E000002;Corretiva banco;26/09/2021 02:24;26/09/2021 03:51;1,45;26/09/2021 02:24;26/09/2021 03:51;1,45;Mecânica;Corretiva;;SS47815;FECH
OS90042;REM01-1000-1200-F000001;Corretiva banco;16/09/2021 21:36;17/09/2021 00:02;2,43;16/09/2021 21:36;17/09/2021 00:02;2,43;Mecânica;Corretiva;;SS47816;FECH
OS90043;REM01-2000-2100-X000002;Corretiva banco;10/01/2021 04:48;10/01/2021 08:31;3,72;23/01/2021 17:52;23/01/2021 21:36;3,73;Mecânica;Corretiva;;SS47817;FECH
OS90044;REM01-2000-2200-X000004;Corretiva banco;21/09/2021 19:12;21/09/2021 20:16;1,07;21/09/2021 19:12;21/09/2021 20:16;1,07;Mecânica;Corretiva;;SS47818;FECH
OS90045;REM01-1000-1200-E000006;Corretiva banco;12/06/2021 16:48;12/06/2021 20:44;3,93;28/06/2021 17:39;28/06/2021 21:36;3,95;Mecânica;Corretiva;;SS47819;FECH
OS90049;REM01-2000-2100-X000006;Corretiva banco;16/05/2021 02:24;16/05/2021 05:05;2,68;24/05/2021 01:37;24/05/2021 04:48;3,18;Mecânica;Corretiva;;SS47823;FECH
OS90050;REM01-1000-1100-E000003;Corretiva banco;03/08/2021 02:24;03/08/2021 04:49;2,42;13/08/2021 07:10;13/08/2021 09:36;2,43;Mecânica;Corretiva;;SS47824;FECH
OS90051;REM01-1000-1100-E000004;Corretiva banco;26/06/2021 07:12;26/06/2021 10:04;2,87;26/06/2021 07:12;26/06/2021 10:04;2,87;Mecânica;Corretiva;;SS47825;FECH
OS90052;REM01-2000-2100-X000006;Corretiva banco;03/07/2021 04:48;03/07/2021 06:00;1,2;03/07/2021 04:48;03/07/2021 06:00;1,2;Mecânica;Corretiva;;SS47826;FECH
OS90053;REM01-1000-1100-E000003;Corretiva banco;08/06/2021 16:48;08/06/2021 20:19;3,52;08/06/2021 16:48;08/06/2021 20:19;3,52;Elétrica;Corretiva;;SS47827;FECH
OS90054;REM01-2000-2200-X000006;Corretiva banco;02/02/2021 07:12;02/02/2021 09:34;2,37;05/03/2021 07:27;05/03/2021 09:36;2,15;Mecânica;Corretiva;;SS47828;FECH
OS90055;REM01-2000-2100-X000004;Corretiva banco;04/02/2021 19:12;04/02/2021 22:13;3,02;09/02/2021 19:12;09/02/2021 22:13;3,02;Elétrica;Corretiva;;SS47829;FECH
OS90056;REM01-2000-2200-X000003;Corretiva banco;11/02/2021 16:48;11/02/2021 21:08;4,33;16/02/2021 16:48;16/02/2021 21:08;4,33;Mecânica;Corretiva;;SS47830;FECH
OS90057;REM01-3000-3100-C000001;Corretiva banco;18/07/2021 04:48;18/07/2021 07:13;2,42;16/10/2021 04:48;16/10/2021 07:13;2,42;Elétrica;Corretiva;;SS47831;FECH
OS90058;REM01-3000-3100-C000002;Corretiva banco;01/02/2021 21:36;02/02/2021 00:40;3,07;06/02/2021 21:36;07/02/2021 00:40;3,07;Elétrica;Corretiva;;SS47832;FECH
OS90059;REM01-2000-2200-X000004;Corretiva banco;12/06/2021 07:12;12/06/2021 12:02;4,83;12/06/2021 07:12;12/06/2021 12:02;4,83;Automação;Corretiva;;SS47833;FECH
OS90060;REM01-1000-1100-E000006;Corretiva banco;14/05/2021 12:00;14/05/2021 15:57;3,95;11/10/2021 12:00;11/10/2021 15:57;3,95;Automação;Corretiva;;SS47834;FECH
OS90061;REM01-1000-1200-E000001;Corretiva banco;15/05/2021 16:48;15/05/2021 21:46;4,97;15/05/2021 21:25;16/05/2021 02:24;4,98;Elétrica;Corretiva;;SS47835;FECH
OS90062;REM01-3000-3200-T000002;Corretiva banco;21/06/2021 16:48;21/06/2021 18:17;1,48;23/06/2021 17:28;23/06/2021 19:12;1,73;Elétrica;Corretiva;;SS47836;FECH
OS90063;REM01-2000-2200-X000001;Corretiva banco;23/05/2021 21:36;23/05/2021 22:53;1,28;28/05/2021 10:56;28/05/2021 12:00;1,07;Mecânica;Corretiva;;SS47837;FECH
OS90066;REM01-1000-1200-E000006;Corretiva banco;29/11/2021 21:36;30/11/2021 01:52;4,27;04/11/2021 00:00;04/11/2021 09:36;9,6;Mecânica;Corretiva;;SS47840;FECH
OS90067;REM01-2000-2100-X000004;Corretiva banco;29/12/2021 19:12;29/12/2021 21:47;2,58;29/12/2021 19:12;29/12/2021 21:47;2,58;Mecânica;Corretiva;;SS47841;FECH
OS90068;REM01-3000-3100-C000001;Corretiva banco;22/05/2021 21:36;23/05/2021 00:30;2,9;08/05/2021 06:27;08/05/2021 09:36;3,15;Automação;Corretiva;;SS47842;FECH
OS90069;REM01-2000-2100-X000004;Corretiva banco;30/12/2021 14:24;30/12/2021 16:27;2,05;30/12/2021 14:24;30/12/2021 16:27;2,05;Elétrica;Corretiva;;SS47843;FECH
OS90070;REM01-1000-1200-E000003;Corretiva banco;26/09/2021 09:36;26/09/2021 13:01;3,42;26/09/2021 09:36;26/09/2021 13:01;3,42;Mecânica;Corretiva;;SS47844;FECH
OS90071;REM01-1000-1200-E000005;Corretiva banco;07/11/2021 21:36;07/11/2021 23:22;1,77;20/11/2021 12:51;20/11/2021 14:24;1,55;Automação;Corretiva;;SS47845;FECH
OS90072;REM01-3000-3300-C000001;Corretiva banco;20/12/2021 19:12;20/12/2021 22:42;3,5;20/12/2021 19:12;20/12/2021 22:42;3,5;Elétrica;Corretiva;;SS47846;FECH
OS90073;REM01-3000-3100-C000001;Corretiva banco;19/11/2021 04:48;19/11/2021 07:03;2,25;19/11/2021 04:48;19/11/2021 07:03;2,25;Mecânica;Corretiva;;SS47847;FECH
OS90074;REM01-1000-1200-F000001;Corretiva banco;02/12/2021 09:36;02/12/2021 10:49;1,22;02/12/2021 09:36;02/12/2021 10:49;1,22;Mecânica;Corretiva;;SS47848;FECH
OS90075;REM01-1000-1200-E000004;Corretiva banco;22/04/2021 12:00;22/04/2021 14:08;2,13;22/04/2021 12:00;22/04/2021 14:08;2,13;Automação;Corretiva;;SS47849;FECH
OS90076;REM01-1000-2200-F000002;Corretiva banco;28/11/2021 04:48;28/11/2021 06:54;2,1;28/11/2021 04:48;28/11/2021 06:54;2,1;Mecânica;Corretiva;;SS47850;FECH
OS90077;REM01-1000-1200-E000006;Corretiva banco;30/06/2021 21:36;01/07/2021 01:39;4,05;30/06/2021 21:36;01/07/2021 01:39;4,05;Automação;Corretiva;;SS47851;FECH
OS90078;REM01-1000-1100-E000004;Corretiva banco;27/08/2021 14:24;27/08/2021 18:17;3,88;27/08/2021 14:24;27/08/2021 18:17;3,88;Mecânica;Corretiva;;SS47852;FECH
OS90079;REM01-1000-1100-E000006;Corretiva banco;25/09/2021 02:24;25/09/2021 06:30;4,1;25/09/2021 02:24;25/09/2021 06:30;4,1;Mecânica;Corretiva;;SS47853;FECH
OS90080;REM01-2000-2200-X000004;Corretiva banco;06/04/2021 14:24;06/04/2021 17:22;2,97;22/04/2021 18:51;22/04/2021 21:36;2,75;Automação;Corretiva;;SS47854;FECH
OS90081;REM01-1000-1100-E000006;Corretiva banco;18/04/2021 21:36;19/04/2021 01:26;3,83;18/04/2021 21:36;19/04/2021 01:26;3,83;Mecânica;Corretiva;;SS47855;FECH
OS90082;REM01-2000-2100-X000004;Corretiva banco;08/12/2021 12:00;08/12/2021 14:35;2,58;08/12/2021 12:00;08/12/2021 14:35;2,58;Elétrica;Corretiva;;SS47856;FECH
